enabled,priority_rank,source_origin,source_type,source_ref,source_title,source_language,author_name,channel_url,description,keywords,published,published_at,published_post_ids
true,17,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/MDB-w0OVrlU,Romans 4:16-17 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,18,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/AmZURASPd58,Psalm 72:25-28 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,19,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/JhRbiioKR5g,Psalm 104:11-23 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,20,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Igt7dE1iNZo,Psalm 58:2-6 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,21,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/lyo5UJRjTLg,Psalm 72:20-24 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,22,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/aP7rX6295WY,Romans 4:13-15 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,23,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/nBNNGkm2wlo,1 Peter 4:11 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,24,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/7RNGBronN4Y,Psalm 104:7-10 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,25,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/-Oe5FOVo71s,1 Peter 4:9-10 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,26,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/iDO8Zt9xXFI,Romans 4:7-8 #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,27,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/haLIvQCqZcw,Psalm 69:5-6 #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,28,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/9SENIzXe11s,Romans 4:1-6 #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,29,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/oRkvp4zmksE,Psalm 69:1-4 #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,30,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/DWdu4RFzk0Y,Psalm 104:4-6 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,31,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/4WwQnpfDs-g,Proverbs 6:12-15 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,32,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/cuGLu0gw6Gw,Psalm 72:1-13 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,33,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/z3U0CnlRR4Y,Psalm 104:1-3 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,34,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/PnMCQDWJNYs,Proverbs 6:20-26 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,35,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/IGI0BKj4j0E,1 Peter 4:1-6 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,36,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/mC2Xa0atzMc,Psalm 66:16-17 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,37,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/40tsZ7R6td4,Proverbs 6:16-19 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,38,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/5Ltu8v6Oeac,Psalm 89:31-38 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,39,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/SIxx_nqMZiQ,Proverbs 6:6-11 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,40,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/cGYl2LGO31o,Hebrews 4:1-3 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,41,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/6ysILcehADg,Psalm 89:25-30 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,42,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/vGclkW573lU,Proverbs 6:1-5 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,43,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/2njnzjI7h64,Psalm 88:15-19 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,44,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/kLaLchC8QSs,Psalm 16:13-15 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,45,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Mw_CwN1NwO4,Psalm 89:13-17 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,46,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/AkgS9CdCUe4,Psalm 16:6-12 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,47,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/qGKe-v7C-ns,Psalm 90:8-12 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,48,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/g8trNTJMUwU,Psalm 16:1-5 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,49,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/LKQInqaAjdM,Psalm 89:16-24 (NLT) #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,50,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/B4l3Txw50QM,Proverbs 8:32-36 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,51,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Ih_kPECCXHc,Luke 2:34-35 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,52,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/2o-9T1-W8TU,Luke 2:15-20 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,53,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/5QUgRTmoZ8U,Luke 2:14 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,54,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/J_0Ddb3Eqe4,Luke 2:11-14 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,55,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/mI-ERrbntYY,Luke 2:10-11 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,56,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/FO--lYo3Law,Luke 2:6-11 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,57,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/PPTCPSs5Yw8,Luke 1:76-79 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,58,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Myw0hZ9C92w,Luke 1:46-50 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,59,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/KcQJ2Ezf_jA,Luke 1:30-32 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,60,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/dcd98mId-5w,Proverbs 8:22-31 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,61,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/oAE3kT76eZw,Psalm 89:9-15 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,62,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/m5Y1DSarAd8,Psalm 51:17-21 (NLT) #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,63,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/TLBML7E1lI4,Psalm 89:6-8 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,64,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/r_NPwEHeQGc,Psalm 90:2-7 modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,65,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Jb5UFLEMnvU,Proverbs 8:12-21 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,66,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/7V-JyF22c6Q,Psalm 89:2-5 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,67,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/fbhlyrxeCO4,Proverbs 8:1-11 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,68,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/ZPth8EIrLYw,Psalm 51:12-16 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,69,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/W519HW2cFeM,Psalm 88:7-14 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,70,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/TZlWx3K3Xlk,Psalm 51:7-11 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,71,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Om3zP35bzV4,Hebrews 4:4-7 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,72,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/pGBO80clmWc,Psalm 88:2-6 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,73,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/4Wa3J2WcpbE,Psalm 51:3-6 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,74,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/KuijuhAbs-A,Psalm 66:10-15 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,75,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/egx0F3CJYDA,Matthew 12:46-50 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,76,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/ywNUB0adaFs,Psalm 64:12-14 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,77,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/8D_9aHMG5Gs,Hebrews 4:14-16 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,78,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/bipxyRgAYO0,Psalm 66:18-20 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,79,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/uQhv4teLS5U,2 Timothy 3:12-15 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,80,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/6kyFgtNcac4,Matthew 12:43-45 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,81,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/naalf0sQ6vU,Psalm 64:9-11 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,82,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/EQYESWIMQws,Ecclesiastes 3:21-22 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,83,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/l2e6yxcbIus,Matthew 12:38-42 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,84,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/038z64w4kZw,Psalm 66:8-9 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,85,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/EqB4FYfrv64,Hebrews 4:12-13 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,86,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/6DTvlqMrh2Y,Psalm 64:5 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,87,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/NXkty92370w,Ecclesiastes 3:18-20 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,88,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/f_1UeCRIRbY,Psalm 66:5-7 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,89,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Skm21Lxnuzo,Psalm 64:6-8 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,90,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Kr70aIE7xEU,Matthew 12:35-37 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,91,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/TjjVNQ3uPOw,Psalm 66:1-4 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,92,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/_gnCD853n78,Matthew 12:32-34 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,93,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/eeJEpj6D0_I,2 Timothy 3:16-17 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,94,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/xWm7pLLZEZg,Psalm 64:2-4 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,95,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/M2G-ZjAD69U,Ecclesiastes 3:15-17 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,96,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/TsRZsy1qunQ,2 Timothy 3:1-5 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,97,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/uP8eTYrmWmk,Matthew 12:29-31 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,98,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/JBVClPC8syM,Psalm 47:12-15 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,99,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/i88f961PsnM,Ecclesiastes 3:13-14 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,100,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/7B6201MOUic,Matthew 12:25-28 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,101,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/amMEFAB33Rk,Psalm 47:10-11 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,102,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/cjooCkeKHCI,Matthew 12:18-21 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,103,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/z-BarzLqEkU,Ecclesiastes 3:9-12 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,104,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/PDEWPuXwOTo,Ecclesiastes 3:6-8 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,105,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/byxV3mPclEM,Psalm 47:4-9 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,106,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/ddDk4BY46nA,Ecclesiastes 3:4-5 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,107,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/dU5owh4AOZg,Psalm 47:2-3 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,108,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/3vlz4t6UFPM,Matthew 12:9-13 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,109,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/bVGRdhOZ6yg,Ecclesiastes 3:1-3 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,110,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/ktrBt-AOVv0,Matthew 12:1-8 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,111,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/wPPLgBpWRLo,Psalm 109:1-13 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,112,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/P1lp0rBNwbw,Psalm 105:47-48 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,113,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Gx_-HC4yf_8,Psalm 105:40-46 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,114,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/XS-nr-zfGV8,Psalm 107:8-14 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,115,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/nFcdrhh_Fto,Psalm 105:32-39 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,116,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/9jZIsyG0oEM,Psalm 109:26-31 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,117,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/NSzjfS1T_tU,Psalm 105:24-31 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,118,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/lO0Ln3e970Q,Psalm 107:2-7 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,119,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/dmulmxWqCns,Psalm 105:19-23 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,120,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/EXzpdEOeZT8,Psalm 109:20-25 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,121,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/DMRx27_rELc,Psalm 109:14-19 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,122,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/z9jf2AkhrOI,Ephesians 6:21-24 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,123,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/TT5ddljwGRc,Psalm 105:13-18 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,124,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/3gN9gbm2yTI,Psalm 105:8-12 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,125,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/Iw2v--LCOzw,Ephesians 6:18-20 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,126,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/fNZ0ccYTAxY,Psalm 105:1-3 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,127,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/JNQ2WlqCxl4,Psalm 149:5-9 in modern translation #bible #biblevision,en,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,128,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/D4zLFdLtL1A,Псалом 149:1-4 в современном переводе #библия #biblevision,uk,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,129,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/BHcxZh7c5ac,Эфесянам 6:1-4 в современном переводе #библия #biblevision,ru,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
true,130,bibleproject_shorts_ru,short,https://www.youtube.com/shorts/BFbE_7umlP0,Псалом 112:1-4 в современном переводе #библия #biblevision,uk,ICOC Insights,https://www.youtube.com/@biblevisionru/shorts,,,,,
